type,message,len_type,len_message
0,no it s not pride i m almost lt gt years old and shouldn t be takin money from my kid you re not supposed to have to deal with this stuff this is grownup stuff why i don t tell you,3,192
0,sounds better than my evening im just doing my costume im not sure what time i finish tomorrow but i will txt you at the end,3,126
0,my birthday is on feb lt gt da,3,39
0,so when do you wanna gym,3,25
0,you d like that wouldn t you jerk,3,35
0,are u awake is there snow there,3,33
0,and of course you should make a stink,3,38
1,u r subscribed textcomp wkly comp st wk s free question follows subsequent wks charged p msg unsubscribe txt stop custcare,4,156
0,no go no openings for that room til after thanksgiving without an upcharge,3,77
0,when you guys planning on coming over,3,38
0,wat doing now,3,17
0,my parents my kidz my friends n my colleagues all screaming surprise and i was waiting on the sofa naked,3,130
0,no sir that s why i had an hr trip on the bus last week have another audition next wednesday but i think i might drive this time,3,133
0,do i i thought i put it back in the box,3,40
0,i m home,3,11
0,no one interested may be some business plan,3,45
0,yup it s at paragon i havent decided whether cut yet hee,3,67
0,good morning princess have a great day,3,40
0,guai shd haf seen him when he s naughty so free today can go jogging,3,84
0,aiyo cos i sms then neva reply so i wait to reply lar i tot havent finish ur lab wat,3,100
0,living is very simple loving is also simple laughing is too simple winning is tooo simple but being simple is very difficult,3,145
0,tell me something thats okay,3,30
0,ok,3,2
0,hmm shall i bring a bottle of wine to keep us amused just joking i ll still bring a bottle red or white see you tomorrow,3,125
0,this is ur face test lt gt select any number i will tell ur face astrology am waiting quick reply,3,133
0,hey iouri gave me your number i m wylie ryan s friend,3,56
0,yep get with the program you re slacking,3,42
0,i m in inside office still filling forms don know when they leave me,3,70
0,i think your mentor is but not percent sure,3,50
1,call and send our girls into erotic ecstacy just p min to stop texts call nat rate,4,112
1,camera you are awarded a sipix digital camera call fromm landline delivery within days,4,106
1,a xmas reward is waiting for you our computer has randomly picked you from our loyal mobile customers to receive a reward just call,4,157
0,just trying to figure out when i m suppose to see a couple different people this week we said we d get together but i didn t set dates,3,135
1,important message this is a final contact attempt you have important messages waiting out our customer claims dept expires call now,4,156
0,hi mom we might be back later than lt gt,3,46
1,dating i have had two of these only started after i sent a text to talk sport radio last week any connection do you think or coincidence,4,139
0,lol oh you got a friend for the dog,3,38
0,ok is any problem to u frm him wats matter,3,46
0,k i ll head out in a few mins see you there,3,44
0,do u konw waht is rael friendship im gving yuo an exmpel jsut ese tihs msg evrey splleing of tihs msg is wrnog bt sitll yuo can raed it wihtuot ayn mitsake goodnight amp have a nice sleep sweet dreams,3,212
0,i cant pick the phone right now pls send a message,3,51
0,i don t want you to leave but i m barely doing what i can to stay sane fighting with you constantly isn t helping,3,116
1,the current leading bid is to pause this auction send out customer care,4,90
1,free entry to the grprizes wkly comp a chance to win the latest nokia psp or cash every wk txt great to http www grprizes com,4,160
0,somebody set up a website where you can play hold em using eve online spacebucks,3,80
0,its sunny in california the weather s just cool,3,48
1,you have new message call,4,42
0,i can make it up there squeezed lt gt bucks out of my dad,3,64
0,good day to you too pray for me remove the teeth as its painful maintaining other stuff,3,88
0,how are you babes hope your doing ok i had a shit nights sleep i fell asleep at i m knackered and i m dreading work tonight what are thou upto tonight x,3,161
0,how do friends help us in problems they give the most stupid suggestion that lands us into another problem and helps us forgt the previous problem,3,147
0,i m at work please call,3,24
0,i will be gentle baby soon you will be taking all lt gt inches deep inside your tight pussy,3,101
0,not much no fights it was a good nite,3,40
0,ok ok ok then whats ur todays plan,3,36
0,nt joking seriously i told,3,26
0,watching ajith film ah,3,23
0,ooooooh i forgot to tell u i can get on yoville on my phone,3,59
0,all done all handed in don t know if mega shop in asda counts as celebration but thats what i m doing,3,104
0,i dont know exactly could you ask chechi,3,41
0,dunno lei shd b driving lor cos i go sch hr oni,3,50
0,as in i want custom officer discount oh,3,40
0,that s necessarily respectful,3,29
0,hi hope you had a good day have a better night,3,49
0,and he s apparently bffs with carly quick now,3,45
0,hard but true how much you show amp express your love to someone that much it will hurt when they leave you or you get seperated ud evening,3,163
0,babes i think i got ur brolly i left it in english wil bring it in mrw u luv franxx,3,86
0,hi babe its me thanks for coming even though it didnt go that well i just wanted my bed hope to see you soon love and kisses xxx,3,129
0,so gd got free ice cream i oso wan,3,40
0,pls give her prometazine syrup mls then lt gt mins later feed,3,69
0,so how many days since then,3,28
0,dear are you angry i was busy dear,3,34
0,yup he msg me is tat yijue then i tot it s my group mate cos we meeting today mah i m askin if leaving earlier or wat mah cos mayb haf to walk v far,3,162
0,are you in the pub,3,23
0,there is a first time for everything,3,39
0,daddy shu shu is looking u u wan me tell him u re not in singapore or wat,3,82
0,i ask if u meeting da ge tmr nite,3,36
0,gr so how do you handle the victoria island traffic plus when s the album due,3,80
0,nite nite pocay wocay luv u more than n e thing eva i promise ring u morrowxxxx,3,81
0,east coast,3,10
0,you should get more chicken broth if you want ramen unless there s some i don t know about,3,90
0,my slave i want you to take or pictures of yourself today in bright light on your cell phone bright light,3,112
0,nope i just forgot will show next week,3,40
0,so how are you really what are you up to how s the masters and so on,3,72
0,i m at bruce amp fowler now but i m in my mom s car so i can t park long story,3,82
0,i dont know oh hopefully this month,3,37
0,hi elaine is today s meeting confirmed,3,40
0,ok k sry i knw siva tats y i askd,3,39
0,sorry i ll call later,3,22
0,u horrible gal u knew dat i was going out wif him yest n u still come n ask me,3,84
0,otherwise had part time job na tuition,3,40
0,oh yeah and my diet just flew out the window,3,45
1,santa calling would your little ones like a call from santa xmas eve call to book your time,4,106
0,you didnt complete your gist oh,3,32
0,er yeah i will b there at sorry just tell me which pub cafe to sit in and come wen u can,3,97
0,if you can make it any time tonight or whenever you can it s cool just text me whenever you re around,3,102
0,if i was i wasn t paying attention,3,34
0,thanx a lot ur help,3,22
0,you re gonna have to be way more specific than that,3,51
0,jesus armand really is trying to tell everybody he can find,3,59
0,i m wif him now buying tix lar,3,33
0,mode men or have you left,3,26
0,am slow in using biola s fne,3,28
0,what are youdoing later sar xxx,3,36
0,hey i ve booked the lessons on sun liao,3,44
0,thank you do you generally date the brothas,3,45
0,by the way make sure u get train to worc foregate street not shrub hill have fun night x,3,90
0,i thought i d get him a watch just cos thats the kind of thing u getanth and he loves so much,3,99
1,you have won a guaranteed award or maybe even cash to claim ur award call free on its a legitimat efreefone number wat do u think,4,163
0,good morning at the repair shop the only reason i m up at this hour,3,70
0,and that s fine i got enough bud to last most of the night at least,3,68
0,i am back good journey let me know if you need any of the receipts shall i tell you like the pendent,3,104
0,so that takes away some money worries,3,37
0,aight we can pick some up you open before tonight,3,51
